merchant_abn,cwgr
20890410130,0.08271043186505089
45888399278,0.07418512535693855
50885695263,0.07090364447777309
73546158413,0.07011673811455399
48549026640,0.06786862155354889
38710494876,0.06622054037424863
95560742626,0.06092284189904418
23055736061,0.060837602578440064
34095207240,0.05852364723969239
55123279982,0.058449749138903995
60070647768,0.05817586430645827
88795682549,0.057778463356216614
62285108846,0.057710524142983166
92308095254,0.05768949620215835
37621714049,0.05547709061739403
13226823813,0.05530127272234031
17124978176,0.054696509493319834
27639240514,0.05337057424839475
71910092040,0.05331289407307227
79269463423,0.053257083259517835
41237771126,0.052788008798113184
23399930700,0.052431724482431497
57391651605,0.0523960757992914
65202518558,0.052226940196347105
11470993597,0.05212995744709614
11137507330,0.05197978520028479
10142254217,0.05112403605823812
41747634618,0.05016237306707838
82417485604,0.04974943736023074
11422618712,0.04941314845002176
52323926070,0.049221995503792915
78080443264,0.049188937507771424
26821904622,0.04903745644158519
59615752944,0.049029242623318536
33998551054,0.04835503294807908
60427964172,0.04817461545328472
65401793264,0.04806129671094439
74505118182,0.04779119760033046
13830448327,0.047448935404803105
43671774465,0.0474343758359721
79359610588,0.04738287691948173
83887431107,0.04737643793416946
33885350311,0.04716233448676688
54024111976,0.047113167519680754
91134280199,0.04640517392645371
53769121598,0.04610114072713656
61376261291,0.045583823139788926
74423856957,0.04533689435914323
97886307095,0.04517747928210114
91016242612,0.045138825425416806
23787788327,0.04471858679127472
16765088338,0.044697795135078655
52606993642,0.04444611823745448
15625166573,0.04430043456518118
51321276923,0.04417686486207173
87717092177,0.04390145066175766
23709946765,0.04389273707419683
43301018611,0.04386468437810809
33296649772,0.04372351407013242
99256510843,0.04364054519957539
56489374516,0.043620489041320765
11199348915,0.04297419031797567
50859331573,0.04295670435965615
65134002757,0.042943695906425106
52529569808,0.04288464220576582
35632109137,0.04265555476253802
48214071373,0.042487706435205386
11173270682,0.04220420692395499
18313275661,0.04198438216375999
66257020651,0.04191100273922621
15790540567,0.041370323900441264
84682880992,0.041357417797988516
99053443481,0.04133528717975521
57011992135,0.04129368748296236
21291463935,0.04121986631955821
79710547245,0.041021641605459624
29351616009,0.04089989788694104
63461436707,0.04059983416842994
24264927934,0.04048585788888226
24769745549,0.04047319426679663
10618089367,0.04040797366262905
69327757904,0.04030476167945407
46965256386,0.040081629259908436
65161304947,0.04006157340753558
88230622213,0.04004059069385568
16919425848,0.0400293875373674
29737773005,0.04000231691918943
10462560289,0.039985715114438936
20364924160,0.03993502268822513
66835892718,0.039655348074812746
87998844202,0.03961556711581804
29156207537,0.03960945863393017
93726438981,0.03955208009014477
90320801414,0.03950714929286692
21614701484,0.03939910404964797
83740063335,0.039151093745442456
75079342466,0.03911777832683083
55069630872,0.03902215871043957
45322831450,0.038963202078767356
96781066746,0.03895936579681725
26643842396,0.03893772164199727
21532935983,0.03889139147931209
85556646149,0.038888049295217275
68252147715,0.03884822083092132
20269486864,0.038819310979481436
93439438419,0.038797389365836876
58966366292,0.03875126963547926
84057522285,0.03871125308635959
51959118092,0.03868260999181783
17934773261,0.03857810733651057
72366568659,0.03850180006706849
67882460777,0.038414624497244754
43329313854,0.038393268687993976
13041890826,0.03836336040283572
25810287809,0.03826769659366991
87632767975,0.038259410241713976
72857570096,0.03823780482405348
23600565711,0.0382368936213171
27975606844,0.03821810608470311
12034469787,0.03815575175021357
80785565526,0.03809798626108307
25235376304,0.038032425074116416
75881121130,0.03803155365551292
31761538646,0.03795601120298553
54062916822,0.03794952706039245
70765550736,0.03781524525298807
44126901587,0.03780701848369983
31630375469,0.03778490148675351
54923508125,0.037662229527340996
37327984417,0.03765722639868074
71989214810,0.037638918886814254
16492082804,0.03757956976911081
14827550074,0.037518203039055065
43719937438,0.03751521429023086
92284330384,0.03742261853305684
31641177052,0.037390584150550854
47740919232,0.037374950546351204
18653260078,0.03736377932688573
93349773784,0.03732246495065161
75664480997,0.03730584027685335
88435572170,0.03702772098504714
44653528319,0.03701314351782625
97159474697,0.03692863460371987
36866208934,0.03687470638602264
61310985405,0.03684476423852501
45073039817,0.03668298250539048
98861937890,0.036563870675324184
84391677958,0.036545614216444644
60470122582,0.036499755925748056
38425242099,0.03640526975503633
31607615186,0.036320776947809774
