merchant_abn,consumer_fraud,average_monthly_transactions,Median_age_persons,Median_mortgage_repay_monthly,Median_rent_weekly,Median_tot_hhd_inc_weekly,name,category_label,merchant_fraud,cwgr,bnpl_revenue,score
24852446429.0,0.0,20.21786938514513,-0.04268131502096645,-0.0151550731511712,0.00540141992596194,-0.0009773152427997756,Erat Vitae LLP,"Retail Goods, Furniture and Home Furnishing",0,0.7450251296252426,-0.35677670499489056,47.478902746936775
39150153670.0,0.0,-0.24038505405452848,-6.422190357680337,-0.8873220059782272,-2.439786925543693,2.0430612513071456,Aliquam Eu Institute,Retail Goods,0,-0.632585749740353,18.318868949876666,45.36747407308105
86578477987.0,0.0,19.02786570109969,-0.017164667472621523,0.012454630915902752,0.05307256075376485,0.03896693504341154,Leo In Consulting,Retail Goods,0,0.7393312416553464,-0.347168935828055,44.74831224506012
45629217853.0,0.0,15.888797250383226,-0.04444752654139432,-0.013362164873666508,0.021641107164947937,0.0222861752749947,Lacus Consulting,Retail Goods,0,0.8758662773561626,-0.34505661532155196,37.88155430077502
43186523025.0,0.0,13.956551824338302,-0.0301640875638086,-0.0022031328085545723,0.027633075292748905,0.02071766118874505,Lorem Ipsum Sodales Industries,"Retail Goods, Furniture and Home Furnishing",0,0.8402687999158546,-0.34892091963525135,33.334564047803504
80324045558.0,0.0,13.668714957237105,-0.03975023549414328,0.004692345828377649,0.04448051648469836,0.015899071685245993,Ipsum Dolor Sit Corporation,Retail Goods,0,0.801552219053576,-0.35918733998205704,32.548181662754
10404542215.0,0.0,-0.24038505405452848,-1.2483844835023445,-4.622052505609002,-6.381535302772106,-2.319348646652959,Consequat Foundation,Retail Goods,0,-0.632585749740353,10.711020512307591,25.466948006125552
29068447069.0,0.0,-0.24038505405452848,15.997635097090964,-9.168425224057174,-14.757750604382482,13.882157002159985,Phasellus LLP,Retail Goods,0,-0.632585749740353,8.141153057533,20.98793636386852
54860127682.0,0.0,-0.23949461837432345,-0.07811886910494406,-0.07021842647520672,0.1698616652731537,-0.10784918449262827,Laoreet Posuere Enim Limited,Retail Goods,0,-0.5334039215050769,8.712412980607544,19.87686869508265
51425051982.0,0.0,-0.24153932252886834,10.823829222912972,-5.051399476432697,-4.90337966131145,-7.978363708728984,Sem Corporation,Retail Goods,0,-0.632585749740353,9.486175570868424,19.354664899595452
