merchant_abn,consumer_fraud,average_monthly_transactions,Median_age_persons,Median_mortgage_repay_monthly,Median_rent_weekly,Median_tot_hhd_inc_weekly,name,category_label,merchant_fraud,cwgr,bnpl_revenue,score
10023283211.0,0.0,-0.011415879144662612,-0.06901422356561478,-0.08322397276425365,-0.09738911401296448,-0.06433972550377695,Felis Limited,Furniture and Home Furnishing,0,0.9298871829725716,-0.36023888794625153,1.4316751192763455
10142254217.0,0.0,-0.027316516291181047,-0.1396633740660074,0.04587280871341231,-0.024826904866443678,0.06830197775892446,Arcu Ac Orci Corporation,"Media and Technology, Services",0,2.3543659965339914,-0.3518084083026248,5.019777720451579
10165489824.0,0.0,-0.24119454103653304,-3.404136931076508,1.0373875310362153,1.6251410884731072,3.0518685402104198,Nunc Sed Company,Retail Goods,0,-0.632585749740353,3.10599244168619,6.869421936891647
10187291046.0,0.0,-0.2169369144757959,0.33742245395974346,0.026399892335064363,-0.2659194450713617,-0.09070995991255158,Ultricies Dignissim Lacus Foundation,"Retail Goods, Services",0,-0.6228131475221338,-0.3353838073470666,-2.5921516321088998
10192359162.0,0.0,-0.21330096878162536,-0.1378048944115055,0.21305828130481003,0.4793035135678745,0.6546158788131182,Enim Condimentum PC,Retail Goods,0,-0.17068053144963183,-0.1576296483942214,-0.887728397319689
10206519221.0,0.0,0.43804213086359267,0.013573700392395591,-0.1306684505702698,-0.10274263512577538,-0.08663706471292999,Fusce Company,Retail Goods,0,1.2706382592588255,-0.34679763928239754,2.620208682113745
10255988167.0,0.0,-0.18013223969398787,0.3948683255919265,-0.09644844493393882,-0.3696539062402094,-0.21547604858941577,Aliquam Enim Incorporated,"Media and Technology, Furniture and Home Furnishing",0,-0.6724114000957857,-0.2459147126287468,-2.4776230730363795
10264435225.0,0.0,0.11331578558247114,0.014666664676171925,0.003490228483528202,0.04810136507417997,0.02026240044945159,Ipsum Primis Ltd,"Retail Goods, Services",0,0.5722507496662333,-0.34328995855854433,0.6484163487096467
10279061213.0,0.0,-0.20068646331205406,-0.24484455101092206,0.1149861651044629,0.2239727200051951,0.2619005720645989,Pede Ultrices Industries,Services,0,-0.020083112920638038,-0.24296599485096954,-0.7428923851938637
10323485998.0,0.0,0.4885001527418779,-0.05858071477411202,0.0318161715206576,0.057926740618109124,0.07965857165860529,Nunc Inc.,Furniture and Home Furnishing,0,0.8114351008282523,-0.3033638138949862,1.6278728545864418
10342410215.0,0.0,-0.18130535336790876,0.13056940279404203,0.11391681749167676,0.2743923455977989,-0.06242019721722419,Facilisis Facilisis Corp.,"Media and Technology, Furniture and Home Furnishing",0,0.5921427490171651,-0.1874435420224121,0.8139339039578485
10346855916.0,0.0,-0.24108343498017948,0.5840050969356945,0.38160414409317384,0.05460071942116177,0.7616033437813647,Odio Institute,Furniture and Home Furnishing,0,-2.0600341588154025,0.1569521339259147,-4.905364048845359
